2025-06-20 21:45:56,12.14
2025-06-20 21:46:02,11.5
2025-06-20 21:46:08,12.3
2025-06-20 21:46:11,12.79
2025-06-20 21:46:17,12.79
2025-06-20 21:46:23,12.96
2025-06-20 21:46:29,13.29
2025-06-20 21:46:32,12.79
2025-06-20 21:46:38,12.14
2025-06-20 21:46:44,12.47
2025-06-20 21:46:50,12.47
2025-06-20 21:46:53,12.14
2025-06-20 21:46:56,12.47
2025-06-20 21:47:02,11.98
2025-06-20 21:47:05,11.98
2025-06-20 22:00:26,13.95
2025-06-20 22:00:35,12.96
2025-06-20 22:00:44,12.14
2025-06-20 22:00:50,12.47
2025-06-20 22:00:59,12.3
2025-06-20 22:01:08,11.82
2025-06-20 22:01:14,13.12
2025-06-20 22:01:20,11.82
2025-06-20 22:01:29,12.79
2025-06-20 22:01:38,13.12
2025-06-20 22:01:44,13.45
2025-06-20 22:01:50,12.47
2025-06-20 22:01:59,12.63
2025-06-20 22:02:08,12.96
2025-06-20 22:02:17,12.96
2025-06-20 22:11:07,12.63
2025-06-20 22:18:35,12.47
2025-06-20 22:24:14,12.47
2025-06-20 22:24:44,12.14
2025-06-20 22:25:47,12.3
2025-06-20 22:32:40,12.96
2025-06-20 22:46:47,13.29
2025-06-20 22:47:00,13.78
2025-06-20 22:48:03,11.18
2025-06-20 22:55:27,12.3
2025-06-20 23:07:47,13.12
2025-06-20 23:08:50,13.95
2025-06-20 23:09:50,12.63
2025-06-20 23:10:29,13.12
2025-06-20 23:11:31,12.3
2025-06-20 23:12:55,13.29
2025-06-20 23:14:56,13.62
2025-06-20 23:19:09,13.29
2025-06-20 23:27:14,13.12
2025-06-20 23:29:13,11.82
2025-06-20 23:30:13,11.66
2025-06-20 23:31:16,11.34
2025-06-20 23:44:02,11.82
2025-06-20 23:46:51,11.34
2025-06-21 00:14:05,10.08
2025-06-21 08:08:21,12.63
2025-06-21 08:09:35,14.79
2025-06-21 08:11:53,14.79
2025-06-21 08:13:28,10.71
2025-06-21 08:13:56,10.24
2025-06-21 08:19:51,5.03
2025-06-21 09:48:25,28.35
2025-06-21 09:48:48,29.77
2025-06-21 10:05:58,26.96
2025-06-21 10:21:40,46.52
2025-06-21 10:24:16,46.75
2025-06-21 13:59:52,6.11
2025-06-21 14:04:31,5.03
2025-06-21 14:05:44,3.13
2025-06-21 16:01:22,19.91
2025-06-21 16:02:19,21.39
2025-06-21 16:05:17,20.28
2025-06-21 16:06:16,20.28
2025-06-21 16:07:12,20.46
2025-06-21 16:08:08,22.51
2025-06-21 16:13:51,83.4
2025-06-21 16:14:51,87.37
2025-06-21 16:15:54,87.08
2025-06-21 16:16:54,87.08
2025-06-21 16:17:54,85.94
2025-06-21 16:18:57,84.53
2025-06-21 16:19:57,83.68
2025-06-21 16:23:24,75.4
2025-06-21 16:24:24,187.07
2025-06-21 16:25:24,186.28
2025-06-21 16:26:27,184.33
2025-06-21 16:27:30,180.44
2025-06-21 17:25:38,80.34
2025-06-21 17:26:41,81.72
2025-06-21 17:27:44,84.81
2025-06-21 17:28:44,85.38
2025-06-21 17:29:44,86.8
2025-06-21 17:30:47,88.8
2025-06-21 17:31:50,93.44
2025-06-21 17:32:11,93.15
2025-06-21 17:33:06,97.27
2025-06-21 17:34:09,100.86
2025-06-21 17:38:53,105.73
2025-06-21 17:40:15,107.27
2025-06-21 17:41:18,107.89
2025-06-21 17:42:18,111.31
2025-06-21 17:47:43,111.31
2025-06-21 17:48:43,108.51
2025-06-21 17:48:59,107.89
2025-06-21 17:50:02,107.89
2025-06-21 17:51:05,99.06
2025-06-21 17:52:05,93.44
2025-06-21 17:53:05,91.69
2025-06-21 18:00:53,74.05
2025-06-21 18:02:20,69.26
2025-06-21 18:03:28,67.17
2025-06-21 18:04:31,64.07
2025-06-21 18:05:34,62.8
2025-06-21 18:06:34,56.05
2025-06-21 18:15:02,25.39
2025-06-21 18:16:02,24.42
2025-06-21 18:17:13,0.0
2025-06-21 18:18:16,21.57
2025-06-21 18:19:19,0.0
2025-06-21 18:20:19,18.82
2025-06-21 18:26:06,15.82
2025-06-21 18:27:06,10.71
2025-06-21 18:28:09,7.82
2025-06-21 18:29:12,0.0
2025-06-21 18:30:15,0.0
2025-06-21 18:31:15,9.16
2025-06-21 18:32:18,8.26
2025-06-21 18:33:21,490.74
2025-06-21 18:34:24,0.0
2025-06-21 18:35:24,491.43
2025-06-21 18:36:27,494.91
2025-06-21 18:37:27,495.6
2025-06-21 18:38:27,11.02
2025-06-21 18:39:30,9.77
2025-06-21 18:40:30,9.62
2025-06-21 18:41:33,8.41
2025-06-21 18:42:36,33.07
2025-06-21 18:43:39,31.2
2025-06-21 18:44:39,30.99
2025-06-21 18:45:39,29.97
2025-06-21 18:46:39,27.55
2025-06-21 18:47:39,26.17
2025-06-21 18:48:42,24.8
2025-06-21 18:56:48,19.91
2025-06-21 18:57:48,18.64
2025-06-21 18:58:51,17.57
2025-06-21 18:59:51,17.75
2025-06-21 19:00:51,18.1
2025-06-21 19:01:54,17.57
2025-06-21 19:02:54,16.69
2025-06-21 19:03:57,14.96
2025-06-21 19:05:00,0.0
2025-06-21 19:06:03,14.96
2025-06-21 19:07:06,14.63
2025-06-21 19:08:09,14.29
2025-06-21 19:09:09,13.62
2025-06-21 19:10:12,13.29
2025-06-21 19:11:12,13.12
2025-06-21 19:12:12,11.34
2025-06-21 19:20:10,11.02
2025-06-21 19:21:10,11.98
2025-06-21 19:22:10,11.98
2025-06-21 19:23:10,11.34
2025-06-21 19:24:13,11.66
2025-06-21 19:25:16,11.18
2025-06-21 19:29:09,9.93
2025-06-21 19:30:09,10.08
2025-06-21 19:31:09,9.62
2025-06-21 19:32:12,10.39
2025-06-21 19:33:12,9.62
2025-06-21 19:34:15,9.62
2025-06-21 19:35:15,9.62
2025-06-21 19:35:39,9.62
2025-06-21 19:36:39,9.62
2025-06-21 19:37:39,10.24
2025-06-21 19:38:42,10.55
2025-06-21 19:39:45,10.39
2025-06-21 19:50:28,10.24
2025-06-21 19:51:43,9.77
2025-06-21 19:54:06,10.55
2025-06-21 19:59:34,10.08
2025-06-21 20:06:28,9.77
